character_id,name,race,class,level,region_id,profession_primary,profession_secondary,gold,achievement_points,household_id,guild_id,gender,age,birth_date,education_level,relationship_status,num_children
5849,Nazgrel Saurfang,Orc,Death Knight,1,3,Mining,Herbalism,6138.9019,7143,948,24,Female,33,1855-10-12,None,Married,3
1315,Toshley Gearloose,Gnome,Warrior,2,3,Alchemy,Tailoring,3150.0281,11267,948,,Female,42,1800-06-30,Basic,Single,3
1316,Gunther Windrunner,Undead,Rogue,1,2,Skinning,Skinning,295328.44,8062,949,7,Male,55,1804-03-10,Advanced,Married,3
3461,Alonsus Faol,Undead,Mage,2,2,Herbalism,Jewelcrafting,2216.7676,6831,949,72,Male,69,1274-10-01,None,Married,1
1319,Kelsey Boltbucket,Gnome,Hunter,3,2,Enchanting,Mining,6971.3032,7311,950,56,Male,58,1546-11-26,Basic,Single,3
1320,Kurdran Hammerfall,Dwarf,Hunter,1,7,Engineering,Leatherworking,29658.58,21472,951,48,Male,32,1681-06-03,Basic,Single,4
8127,Sunwalker Bloodhoof,Tauren,Demon Hunter,96,7,Enchanting,Enchanting,30319.594,6203,951,41,Male,33,1471-11-12,Basic,Divorced,1
1321,Uther Mograine,Human,Warlock,2,6,Engineering,Engineering,8091.1899,11780,952,18,Female,29,1508-01-20,Basic,Married,1
1322,Sicco Boltbucket,Gnome,Warrior,1,9,Herbalism,Alchemy,20519.789,11975,953,,Female,64,1192-03-10,Basic,Widowed,1
1324,Grom Dragonmaw,Orc,Paladin,4,4,Skinning,Enchanting,1076.6089,8419,954,42,Female,29,1885-10-03,Advanced,Married,5
1326,Muln Wildmane,Tauren,Warrior,24,5,Skinning,Jewelcrafting,1450.8729,5067,955,32,Male,31,1375-04-09,Basic,Widowed,4
1328,Jaina Menethil,Human,Hunter,25,4,Jewelcrafting,Mining,808.87854,6037,956,,Male,30,1169-08-11,Master,Divorced,1
1330,Druz Sparkbolt,Goblin,Druid,1,8,Mining,Blacksmithing,69319.148,7352,957,82,Female,40,1489-04-27,Basic,Single,3
1331,Thrall Blackrock,Orc,Rogue,68,7,Engineering,Blacksmithing,1847.1272,15435,958,,Female,40,1496-03-04,Advanced,Divorced,1
1332,Tyrande Starseeker,Night Elf,Druid,14,2,Blacksmithing,Engineering,7712.7749,1388,959,52,Female,38,1929-07-22,Advanced,Divorced,0
1334,Lilian Crowley,Undead,Monk,2,9,Herbalism,Blacksmithing,56846.152,775,960,18,Female,51,1756-08-04,Basic,Married,0
1337,Varian Mograine,Human,Shaman,12,4,Tailoring,Alchemy,43811.863,7037,961,18,Female,37,1148-05-25,Master,Divorced,0
1339,Zalazane Soulflayer,Troll,Paladin,1,4,Jewelcrafting,Mining,14676.123,240,962,37,Female,44,1751-09-14,Basic,Single,5
1340,Leonid Zelling,Undead,Rogue,11,3,Engineering,Mining,2156.9646,880,963,96,Male,40,1873-07-01,Advanced,Divorced,1
7521,Restalaan Soulpriest,Draenei,Demon Hunter,25,3,Leatherworking,Herbalism,5297.1958,19175,963,,Male,59,1371-07-02,Basic,Single,2
1341,Maiev Stormrage,Night Elf,Hunter,2,2,Skinning,Alchemy,2640.3232,4495,964,,Female,32,1724-06-06,Basic,Single,0
1342,Gunther Zelling,Undead,Warlock,6,4,Leatherworking,Blacksmithing,923.89838,11305,965,80,Male,34,1327-05-16,Basic,Married,2
1343,Yrel Crystalheart,Draenei,Warrior,34,2,Alchemy,Enchanting,2303.9326,21484,966,25,Male,52,1979-09-05,Advanced,Single,3
1344,Tirion Wrynn,Human,Demon Hunter,2,3,Leatherworking,Herbalism,14034.006,24130,967,87,Female,54,1703-06-24,Advanced,Married,1
1345,Tirion Proudmoore,Human,Mage,2,10,Blacksmithing,Tailoring,1362.6703,5022,968,79,Male,35,1635-04-27,Advanced,Single,2
5446,Bael Bronzebeard,Dwarf,Priest,1,10,Skinning,Enchanting,11426.453,12664,968,65,Male,27,1971-03-28,Advanced,Single,2
1745,Broll Staghelm,Night Elf,Paladin,1,8,Jewelcrafting,Engineering,110.02211,2534,969,14,Female,36,1307-05-23,Advanced,Single,1
1346,Ivar Starseeker,Worgen,Demon Hunter,2,8,Herbalism,Engineering,8620.6484,6923,969,64,Male,43,1805-05-06,Advanced,Married,4
1348,Muln Ragetotem,Tauren,Hunter,1,3,Jewelcrafting,Skinning,210.57735,5532,970,,Female,59,1448-02-11,Basic,Single,4
1350,Blackhand Bladefist,Orc,Paladin,3,4,Skinning,Engineering,3794.3782,7440,971,67,Male,27,1452-05-23,Advanced,Single,0
1351,Muradin Thaurissan,Dwarf,Priest,7,4,Jewelcrafting,Blacksmithing,6399.0107,14038,972,26,Male,36,1709-01-28,Master,Married,2
1353,Vanessa Prestor,Human,Shaman,60,2,Alchemy,Blacksmithing,140.7442,14568,973,44,Male,41,1493-05-26,Master,Married,4
784,Jaina Menethil,Human,Shaman,6,1,Mining,Engineering,1956.8385,9459,974,64,Male,33,1798-06-21,Basic,Single,2
1354,Magni Ironforge,Dwarf,Paladin,2,1,Skinning,Engineering,352.5166,8000,974,6,Male,45,1951-07-29,Basic,Single,1
6301,Grom Thunderlord,Orc,Death Knight,1,1,Herbalism,Enchanting,2052.771,14450,974,,Male,56,1928-08-21,Basic,Married,1
8899,Shandris Bearmantle,Night Elf,Warrior,1,6,Herbalism,Blacksmithing,7868.3936,11705,975,,Female,94,1547-12-05,Advanced,Married,3
1355,Garrosh Dragonmaw,Orc,Warrior,12,6,Enchanting,Herbalism,23381.85,3014,975,101,Male,35,1093-08-01,Basic,Married,3
4513,Nimzy Overspark,Gnome,Hunter,1,10,Engineering,Mining,8516.4238,7071,976,,Female,54,1831-07-10,Basic,Single,1
1357,Garona Doomhammer,Orc,Paladin,2,10,Alchemy,Alchemy,1630.1841,643,976,47,Male,63,1841-10-29,Master,Married,3
1359,Gunther Mograine,Undead,Warrior,1,1,Enchanting,Enchanting,3845.5662,11092,977,,Male,37,1124-04-04,Basic,Single,1
1360,Rokhan Soulflayer,Troll,Rogue,62,1,Engineering,Leatherworking,177.80365,1268,978,41,Male,48,1875-03-04,Basic,Single,2
1361,Ishanah Lightwarden,Draenei,Warlock,1,8,Skinning,Engineering,613.84143,1641,979,54,Female,64,1789-11-18,None,Single,2
1362,Thrall Warsong,Orc,Rogue,1,1,Jewelcrafting,Alchemy,21.775232,9488,980,13,Female,43,1588-10-29,Advanced,Divorced,2
1366,Rehgar Thunderlord,Orc,Monk,1,9,Engineering,Mining,31394.846,20076,981,51,Female,57,1097-08-23,Basic,Married,0
3399,Arthas Proudmoore,Human,Hunter,1,9,Engineering,Mining,131976.78,6016,981,40,Female,44,1462-01-11,Advanced,Single,2
1367,Astalor Dawnblade,Blood Elf,Warlock,11,9,Jewelcrafting,Engineering,50.713276,7952,982,10,Female,34,1788-04-06,Advanced,Married,1
1368,Tinkmaster Quickwrench,Gnome,Hunter,11,7,Tailoring,Leatherworking,2252.8315,23932,983,50,Male,44,1207-12-09,Basic,Married,1
1369,Moira Stormpike,Dwarf,Monk,4,8,Mining,Leatherworking,23592.713,5481,984,,Female,37,1136-01-27,Basic,Married,1
191,Fandral Bearmantle,Night Elf,Rogue,1,8,Engineering,Engineering,10646.301,12582,984,100,Male,55,1884-02-07,Basic,Married,2
1370,Thrall Dragonmaw,Orc,Mage,2,2,Herbalism,Leatherworking,810.11725,24704,985,103,Female,34,1527-04-07,Advanced,Married,0
1371,Vol'jin Voodoomaster,Troll,Paladin,9,3,Tailoring,Leatherworking,788.88446,4803,986,69,Male,45,1239-01-04,Advanced,Single,1
1373,Jaina Fordring,Human,Paladin,1,10,Herbalism,Skinning,2054.9119,23257,987,,Male,38,1986-03-07,Basic,Married,3
2854,Jaina Crowley,Human,Paladin,1,10,Alchemy,Mining,8519.5283,21678,987,103,Male,59,1329-04-30,Basic,Married,0
1374,Arthas Fordring,Human,Priest,1,8,Skinning,Mining,880.10272,958,988,66,Male,52,1516-11-12,Basic,Married,1
1375,Cairne Skychaser,Tauren,Priest,2,3,Engineering,Mining,48632.863,15815,989,16,Female,36,1097-01-03,Advanced,Single,3
1378,Jevan Wildmane,Tauren,Paladin,1,2,Alchemy,Enchanting,1511.6185,6107,990,36,Female,64,1207-03-20,None,Married,0
1380,Sunwalker Dawnstrider,Tauren,Warrior,45,8,Blacksmithing,Jewelcrafting,12101.545,21160,991,27,Female,60,1806-10-11,Basic,Single,2
1384,Adalyn Wyrmbane,Worgen,Mage,2,4,Mining,Alchemy,19639.104,18037,992,7,Female,58,1761-11-11,Advanced,Single,2
1385,Kelsey Thermaplugg,Gnome,Warrior,15,1,Engineering,Tailoring,5904.0381,8353,993,50,Female,41,1422-04-29,None,Single,0
1386,Moira Thunderbrew,Dwarf,Monk,4,4,Jewelcrafting,Alchemy,47788.078,970,994,94,Female,42,1330-03-27,Advanced,Married,0
1387,Durotan Thunderlord,Orc,Hunter,1,8,Jewelcrafting,Skinning,7361.4038,24710,995,,Male,50,1073-04-04,Basic,Married,1
1388,Naisha Stormrage,Night Elf,Mage,3,10,Leatherworking,Enchanting,4808.6729,14521,996,57,Female,54,1860-10-22,Advanced,Single,0
3305,Jaina VanCleef,Human,Paladin,15,10,Skinning,Herbalism,1436.2245,3409,996,60,Male,30,1867-11-16,Basic,Married,4
1389,Valeera Brightwing,Blood Elf,Death Knight,3,8,Jewelcrafting,Skinning,302.31018,9981,997,,Male,36,1963-05-29,Basic,Single,2
1391,Sicco Thermaplugg,Gnome,Mage,23,5,Skinning,Jewelcrafting,3164.2559,9200,998,,Male,61,1479-05-31,Basic,Single,3
1392,Rehgar Doomhammer,Orc,Warrior,50,7,Herbalism,Mining,46593.031,4005,999,30,Female,33,1751-05-06,Basic,Single,1
331,Millhouse Quickwrench,Gnome,Priest,1,5,Blacksmithing,Leatherworking,3314.9224,839,1000,77,Male,29,1267-03-16,Basic,Single,4
1393,Nathanos Felstorm,Undead,Mage,2,5,Jewelcrafting,Tailoring,72089.172,20141,1000,45,Male,58,1839-06-10,Basic,Divorced,1
9237,Varian Proudmoore,Human,Rogue,1,5,Alchemy,Skinning,248.34477,16147,1000,13,Female,63,1384-05-08,None,Married,0
1394,Aponi Wildmane,Tauren,Mage,3,3,Tailoring,Blacksmithing,25461.834,23485,1001,75,Female,30,1902-12-29,Advanced,Married,1
1395,Hobart Bangshift,Goblin,Rogue,4,4,Mining,Alchemy,33570.477,2033,1002,75,Female,38,1761-02-26,Master,Widowed,2
1397,Tinkmaster Overspark,Gnome,Warrior,1,10,Jewelcrafting,Leatherworking,44109.098,8323,1003,80,Female,39,1172-03-24,Basic,Married,0
1398,Shandris Nightsong,Night Elf,Monk,13,4,Alchemy,Blacksmithing,205.09996,11294,1004,34,Female,45,1329-03-17,Basic,Married,1
5554,Tirion Shaw,Human,Hunter,2,4,Herbalism,Alchemy,7831.5918,23807,1004,34,Female,39,1088-09-11,Advanced,Married,0
1399,Fandral Ravencrest,Night Elf,Warlock,3,4,Herbalism,Leatherworking,322.08429,16765,1005,17,Male,40,1057-07-30,Advanced,Married,1
1401,Zanzil Spiritchaser,Troll,Paladin,11,6,Jewelcrafting,Skinning,1410.6603,8039,1006,84,Female,43,1487-08-23,Advanced,Single,1
1403,Hobart Kaboombox,Goblin,Mage,1,6,Engineering,Jewelcrafting,2266.4949,15826,1007,54,Female,53,1665-03-23,Basic,Single,5
1405,Orgrim Blackrock,Orc,Warlock,1,1,Skinning,Blacksmithing,454.19849,13192,1008,66,Male,49,1324-08-31,None,Married,0
1406,Jeklik Soulflayer,Troll,Druid,1,3,Jewelcrafting,Alchemy,9710.0859,2952,1009,96,Female,34,1707-01-17,Advanced,Single,2
1407,Jaina Prestor,Human,Paladin,5,6,Herbalism,Herbalism,388.29474,955,1010,62,Male,48,1870-07-15,Basic,Single,2
1408,Maraad Soulpriest,Draenei,Priest,3,2,Engineering,Mining,9183.2158,17834,1011,76,Male,35,1294-10-03,Advanced,Married,0
1412,Tae'thelan Theron,Blood Elf,Priest,3,7,Skinning,Blacksmithing,5282.3418,21164,1012,26,Female,47,1577-12-18,Basic,Married,5
1413,Thrall Warsong,Orc,Warrior,3,7,Herbalism,Leatherworking,13441.888,20642,1013,76,Female,49,1213-01-22,Basic,Single,1
1417,Aponi Earthfury,Tauren,Shaman,4,9,Enchanting,Tailoring,77.534157,9676,1014,93,Male,37,1941-05-20,Advanced,Married,3
6076,Garona Saurfang,Orc,Paladin,1,9,Skinning,Jewelcrafting,29273.193,9413,1014,45,Female,27,1995-05-22,Basic,Married,0
1418,Nazgrel Saurfang,Orc,Warrior,1,1,Leatherworking,Skinning,2740.084,17039,1015,30,Male,48,1151-02-01,Advanced,Widowed,1
4700,Garona Hellscream,Orc,Mage,4,6,Leatherworking,Alchemy,7074.8066,18180,1016,79,Female,36,1120-06-03,Advanced,Single,2
1419,Meryl Menethil,Undead,Mage,9,6,Leatherworking,Jewelcrafting,99.06723,10074,1016,57,Male,46,1843-03-05,Basic,Divorced,3
1421,Jaina VanCleef,Human,Shaman,3,6,Enchanting,Herbalism,281.22464,16937,1017,97,Female,47,1539-01-27,Basic,Divorced,0
3369,Hamuul Grimtotem,Tauren,Paladin,3,6,Mining,Enchanting,2378.8594,10043,1017,41,Female,35,1139-07-16,Advanced,Divorced,2
1423,Cordana Stormrage,Night Elf,Priest,2,10,Leatherworking,Herbalism,3612.2593,22686,1018,9,Female,28,1126-04-29,None,Married,4
9333,Meryl Voss,Undead,Death Knight,1,5,Enchanting,Alchemy,2256.8025,20186,1019,77,Male,26,1676-07-27,Basic,Single,3
1424,Meryl Barthalomew,Undead,Warlock,1,5,Enchanting,Alchemy,5141.79,15144,1019,96,Male,76,1275-03-06,Advanced,Married,0
1426,Hamuul Thunderhorn,Tauren,Monk,11,7,Jewelcrafting,Enchanting,302.37558,8575,1020,15,Female,34,1473-12-01,Advanced,Widowed,0
1427,Putress Barthalomew,Undead,Paladin,1,10,Engineering,Alchemy,398.93622,16257,1021,50,Male,61,1792-09-17,Advanced,Divorced,2
1429,Orgrim Frostwolf,Orc,Monk,9,8,Engineering,Mining,1081.3965,11266,1022,15,Female,24,1442-06-09,Master,Single,1
3152,Rehgar Thunderlord,Orc,Warrior,7,8,Leatherworking,Jewelcrafting,619.79315,20701,1022,,Female,32,1952-12-21,Basic,Divorced,0
1430,Anduin Fordring,Human,Priest,1,6,Mining,Mining,239.12569,1503,1023,35,Female,32,1963-12-08,Basic,Married,2
7598,Genn Mistmantle,Worgen,Warrior,1,6,Blacksmithing,Herbalism,1403.7114,8371,1023,75,Female,39,1450-05-21,Advanced,Married,0
1432,Muradin Stormpike,Dwarf,Monk,2,8,Herbalism,Leatherworking,48014.773,13942,1024,,Male,32,1791-11-04,Basic,Single,0
1434,Garona Bleeding Hollow,Orc,Paladin,3,7,Engineering,Alchemy,536.83984,12954,1025,35,Male,38,1622-06-01,Basic,Single,2
1436,Bael Anvilmar,Dwarf,Warlock,1,6,Enchanting,Engineering,1869.9982,7979,1026,38,Female,46,1398-12-04,None,Married,3
1437,Rehgar Frostwolf,Orc,Rogue,1,3,Enchanting,Jewelcrafting,3748.4529,15848,1027,88,Male,36,1248-04-30,Master,Single,3
1438,Nazgrel Doomhammer,Orc,Paladin,1,7,Tailoring,Skinning,1212.7775,10001,1028,,Male,59,1725-10-30,Basic,Married,1
1439,Blackhand Doomhammer,Orc,Rogue,1,8,Herbalism,Engineering,17154.115,14817,1029,33,Female,36,1832-09-05,Basic,Married,2
1443,Tirion Fordring,Human,Hunter,1,9,Leatherworking,Jewelcrafting,165.3824,23510,1030,,Male,34,1331-03-15,Basic,Single,0
1444,Yrel Truthseeker,Draenei,Monk,1,10,Mining,Blacksmithing,33771.855,16741,1031,37,Male,34,1666-05-11,Advanced,Married,5
1445,Rehgar Warsong,Orc,Priest,9,4,Mining,Skinning,3072.5515,3819,1032,37,Female,57,1391-04-13,Master,Single,0
1447,Malfurion Starseeker,Night Elf,Priest,2,7,Mining,Herbalism,18725.695,935,1033,97,Male,42,1724-12-30,Basic,Widowed,3
1448,Maiev Whisperwind,Night Elf,Monk,28,10,Leatherworking,Herbalism,186.18437,5041,1034,,Male,45,1269-06-16,Master,Single,0
9673,Uther Crowley,Human,Rogue,2,10,Herbalism,Tailoring,26910.076,10069,1034,74,Male,50,1392-01-05,Advanced,Married,4
1449,Tinkmaster Quickwrench,Gnome,Shaman,4,2,Enchanting,Alchemy,6109.3433,14718,1035,59,Female,82,1256-06-17,Basic,Married,3
1451,Tagar Stormhoof,Tauren,Mage,3,6,Enchanting,Blacksmithing,18125.072,10167,1036,88,Male,35,1704-12-15,Basic,Divorced,3
1452,Brann Stormpike,Dwarf,Hunter,1,10,Alchemy,Leatherworking,77319.242,22805,1037,,Male,32,1349-03-27,None,Single,0
7164,Durotan Frostwolf,Orc,Monk,4,10,Enchanting,Skinning,3211.9688,13854,1037,83,Male,39,1304-12-29,Basic,Single,2
1455,Tinkmaster Quickwrench,Gnome,Paladin,1,7,Alchemy,Enchanting,22059.635,5355,1038,59,Female,34,1777-01-17,Basic,Widowed,3
10034,Cordana Moonwhisper,Night Elf,Paladin,1,1,Jewelcrafting,Alchemy,383.04303,14721,1039,86,Male,62,1588-01-04,Master,Married,0
1456,Varian Proudmoore,Human,Warlock,3,1,Blacksmithing,Tailoring,8384.5381,4311,1039,96,Female,42,1291-05-09,Advanced,Married,1
1457,Eitrigg Dragonmaw,Orc,Demon Hunter,1,9,Engineering,Blacksmithing,3562.1992,14547,1040,75,Male,33,1837-11-04,Advanced,Single,0
1458,Sen'jin Zandalari,Troll,Shaman,19,10,Enchanting,Leatherworking,604.56848,24889,1041,58,Male,32,1814-02-19,Basic,Single,1
1459,Valeera Bloodsworn,Blood Elf,Warrior,1,7,Alchemy,Engineering,338.05276,12958,1042,,Male,45,1125-08-10,Advanced,Married,4
1460,Tagar Runetotem,Tauren,Hunter,23,10,Tailoring,Jewelcrafting,2964.5579,12618,1043,27,Male,73,1901-02-09,Basic,Divorced,0
1461,Garona Frostwolf,Orc,Rogue,1,6,Herbalism,Jewelcrafting,28389.043,9757,1044,90,Female,33,1437-06-10,None,Single,4
1462,Zanzil Spiritchaser,Troll,Druid,5,10,Jewelcrafting,Jewelcrafting,329.66815,20169,1045,31,Male,47,1295-08-07,None,Single,0
1464,Valeera Brightwing,Blood Elf,Warlock,4,8,Engineering,Herbalism,302.43607,11193,1046,50,Male,34,1812-08-26,Basic,Married,3
1465,Orgrim Dragonmaw,Orc,Paladin,1,8,Enchanting,Engineering,329976.5,16284,1047,65,Male,35,1819-10-15,None,Single,0
7665,Lorna Shaw,Human,Warrior,1,2,Skinning,Mining,1142.7332,5117,1048,37,Female,46,1306-10-11,Basic,Married,1
1466,Durotan Bladefist,Orc,Warrior,1,2,Leatherworking,Jewelcrafting,177.77502,10196,1048,15,Female,42,1410-12-12,Basic,Widowed,1
1467,Ivar Wyrmbane,Worgen,Hunter,1,6,Alchemy,Alchemy,974.74677,20441,1049,9,Male,34,1507-09-09,Advanced,Married,3
2549,Adalyn Bloodfang,Worgen,Warrior,8,2,Skinning,Blacksmithing,6592.6895,6499,1050,,Male,38,1514-10-09,Basic,Married,0
1468,Garona Bladefist,Orc,Rogue,1,2,Mining,Enchanting,3127.249,19535,1050,6,Male,32,1920-05-21,Basic,Married,0
1469,Sen'jin Hexer,Troll,Paladin,1,3,Alchemy,Leatherworking,9966.248,5798,1051,61,Male,40,1666-01-30,Basic,Divorced,1
436,Nazgrel Blackrock,Orc,Warlock,110,7,Mining,Enchanting,289.46338,1305,1052,66,Female,52,1540-08-31,Basic,Married,1
1471,Broll Staghelm,Night Elf,Warrior,1,7,Engineering,Alchemy,2686.6123,13707,1052,57,Female,51,1274-12-20,Advanced,Married,0
5077,Millhouse Quickwrench,Gnome,Monk,5,7,Blacksmithing,Skinning,1876.8085,13249,1052,35,Female,33,1979-05-15,Basic,Divorced,0
1473,Nimzy Thermaplugg,Gnome,Warrior,79,10,Engineering,Leatherworking,661.07404,13083,1053,94,Male,54,1980-02-27,None,Married,3
1474,Nimzy Quickwrench,Gnome,Hunter,2,10,Jewelcrafting,Jewelcrafting,959.06433,22217,1054,39,Female,49,1578-10-10,Basic,Single,0
1476,Muln Runetotem,Tauren,Druid,1,8,Engineering,Herbalism,88384.656,17986,1055,59,Male,36,1384-01-10,Advanced,Widowed,0
4688,Maraad Starweaver,Draenei,Rogue,2,8,Mining,Mining,25789.857,8532,1055,34,Female,36,1963-08-09,Basic,Single,1
4324,Anduin Crowley,Human,Shaman,2,2,Herbalism,Blacksmithing,1645.0907,17207,1056,98,Female,56,1480-05-21,Basic,Single,3
1477,Calia Menethil,Undead,Paladin,29,2,Mining,Mining,2034.9109,21253,1056,49,Female,30,1950-03-06,Basic,Single,4
6414,Muradin Thaurissan,Dwarf,Rogue,13,2,Alchemy,Herbalism,7882.6582,7379,1056,94,Male,33,1510-07-04,Advanced,Married,0
1479,Muradin Stormpike,Dwarf,Paladin,1,2,Enchanting,Skinning,28.104427,5911,1057,58,Female,35,1246-11-24,Basic,Single,1
1481,Darius Godfrey,Worgen,Paladin,2,3,Tailoring,Enchanting,11148.165,14429,1058,,Male,33,1689-01-29,Basic,Married,3
1482,Muradin Wildhammer,Dwarf,Rogue,1,4,Engineering,Engineering,1273.4026,20268,1059,64,Male,29,1108-07-20,Basic,Married,2
1483,Jeklik Hexer,Troll,Rogue,1,5,Mining,Engineering,399.31628,8121,1060,30,Male,53,1823-02-02,Basic,Married,1
1484,Orgrim Bleeding Hollow,Orc,Paladin,1,7,Mining,Tailoring,2118.6272,21146,1061,11,Male,43,1584-12-02,Advanced,Widowed,1
1485,Eitrigg Bladefist,Orc,Priest,2,7,Skinning,Blacksmithing,6900.7026,11810,1062,52,Male,35,1787-03-17,Basic,Single,2
427,Chromie Cogspinner,Gnome,Priest,3,7,Leatherworking,Alchemy,485.6152,1155,1062,45,Male,40,1980-05-10,Basic,Widowed,3
8169,Eitrigg Blackrock,Orc,Warlock,13,7,Alchemy,Leatherworking,8560.7402,23666,1062,72,Male,48,1920-03-11,Basic,Widowed,5
1486,Arthas Proudmoore,Human,Priest,1,4,Leatherworking,Alchemy,38811.387,9241,1063,16,Male,35,1305-06-06,Basic,Divorced,0
5510,Magni Bronzebeard,Dwarf,Warrior,1,4,Leatherworking,Skinning,54997.488,15431,1063,27,Female,40,1490-02-07,Basic,Married,3
1487,Orgrim Dragonmaw,Orc,Warrior,1,6,Engineering,Leatherworking,8804.5146,17360,1064,77,Male,30,1918-12-16,Basic,Single,2
1488,Nazgrel Bladefist,Orc,Warrior,12,6,Mining,Enchanting,20.940891,4951,1065,15,Female,42,1822-05-18,Advanced,Single,3
2969,Malfurion Shadowsong,Night Elf,Hunter,1,6,Alchemy,Engineering,1492.8794,1224,1065,80,Male,54,1582-11-15,Advanced,Married,2
1489,Astalor Brightwing,Blood Elf,Warrior,22,9,Tailoring,Leatherworking,831.77979,22841,1066,42,Female,38,1563-09-19,Master,Widowed,3
363,Uther Proudmoore,Human,Rogue,37,9,Alchemy,Mining,69473.578,6917,1066,40,Male,45,1796-12-27,Basic,Single,0
1490,Vol'jin Darkspear,Troll,Warlock,1,3,Leatherworking,Blacksmithing,20895.189,16334,1067,63,Male,59,1829-07-18,Basic,Married,0
3427,Akama Starweaver,Draenei,Hunter,23,3,Enchanting,Jewelcrafting,1021.8266,19359,1067,64,Female,37,1412-03-12,Advanced,Single,2
1491,Gunther Mograine,Undead,Death Knight,1,8,Engineering,Blacksmithing,122392.97,17676,1068,77,Male,39,1331-05-13,Basic,Married,2
1492,Gunther Zelling,Undead,Shaman,1,6,Herbalism,Engineering,3486.1455,4620,1069,53,Male,35,1780-12-04,Basic,Divorced,0
3843,Halduron Dawnblade,Blood Elf,Monk,100,2,Leatherworking,Leatherworking,431135.72,5877,1070,,Male,40,1722-03-04,None,Married,3
7891,Muradin Deepforge,Dwarf,Rogue,1,2,Engineering,Enchanting,1131.0594,16804,1070,89,Female,40,1133-09-05,Basic,Single,0
7017,Cordana Shadowsong,Night Elf,Warrior,1,2,Skinning,Herbalism,1715.6936,9444,1070,102,Female,39,1776-04-20,Basic,Married,0
1493,Jarod Moonwhisper,Night Elf,Monk,1,2,Engineering,Herbalism,1022.7709,1980,1070,21,Female,29,1028-02-04,None,Single,0
1495,Halford Springvale,Worgen,Demon Hunter,2,8,Tailoring,Enchanting,10160.57,11707,1071,,Female,30,1869-06-10,Advanced,Married,5
1496,Gunther Mograine,Undead,Warrior,1,4,Tailoring,Mining,3444.1941,3366,1072,,Female,31,1360-06-20,Basic,Widowed,2
1497,Bolvar Menethil,Human,Monk,1,3,Blacksmithing,Mining,157.40625,22447,1073,,Male,42,1599-05-02,Advanced,Single,0
1498,Amelia Voss,Undead,Demon Hunter,2,6,Herbalism,Tailoring,340.28888,3968,1074,86,Male,41,1213-04-30,Basic,Married,3
1499,Vanessa Wrynn,Human,Warlock,2,5,Engineering,Jewelcrafting,408.63864,6969,1075,,Female,38,1166-11-10,Basic,Single,0
1500,Varian Fordring,Human,Warrior,1,10,Engineering,Alchemy,757.66632,3652,1076,,Male,36,1100-05-17,Advanced,Married,0
1501,Valeera Sunreaver,Blood Elf,Hunter,4,5,Engineering,Blacksmithing,3730.4519,22039,1077,83,Male,39,1420-06-19,Basic,Divorced,4
2887,Rehgar Bladefist,Orc,Shaman,1,6,Skinning,Mining,510.80988,11693,1078,77,Female,40,1527-03-24,Advanced,Married,3
1502,Megs Kaboombox,Goblin,Warlock,1,6,Blacksmithing,Blacksmithing,6291.1646,6927,1078,89,Male,43,1798-01-31,Basic,Single,2
2576,Rehgar Bladefist,Orc,Monk,1,7,Herbalism,Mining,5727.1719,19025,1079,,Female,49,1213-11-30,Advanced,Married,0
1504,Tyrande Nightsong,Night Elf,Hunter,3,7,Jewelcrafting,Jewelcrafting,362.42242,12882,1079,,Female,53,1463-08-22,Advanced,Single,0
1507,Uther Prestor,Human,Druid,2,8,Engineering,Skinning,182701.03,17161,1080,53,Male,42,1398-07-19,Basic,Single,2
3412,Tagar Earthfury,Tauren,Shaman,1,7,Engineering,Enchanting,33.575932,14819,1081,52,Male,38,1155-03-05,Master,Married,0
1508,Halduron Sunstrider,Blood Elf,Demon Hunter,3,7,Tailoring,Mining,364.91064,10725,1081,52,Male,36,1408-08-26,Advanced,Married,0
6231,Brann Thunderbrew,Dwarf,Priest,2,7,Blacksmithing,Leatherworking,194.9381,8087,1081,,Female,57,1619-08-05,Basic,Married,1
122,Halford Wyrmbane,Worgen,Rogue,6,7,Mining,Leatherworking,22.742968,21702,1082,103,Female,31,1348-03-30,Basic,Widowed,1
2656,Lor'themar Sanguinar,Blood Elf,Shaman,9,7,Skinning,Jewelcrafting,362.21454,9441,1082,13,Male,42,1901-03-14,Basic,Married,4
1509,Anduin Fordragon,Human,Monk,1,7,Enchanting,Tailoring,191114.8,6796,1082,60,Male,60,1393-03-18,Advanced,Single,0
6818,Sylvanas Mograine,Undead,Priest,2,1,Blacksmithing,Herbalism,2717.0396,1168,1083,42,Male,37,1363-09-27,Master,Married,0
1511,Broll Shadowsong,Night Elf,Mage,1,1,Engineering,Leatherworking,4014.6284,15934,1083,22,Female,38,1051-01-25,Basic,Single,0
1512,Tagar Wildmane,Tauren,Rogue,14,4,Leatherworking,Jewelcrafting,45558.969,19635,1084,63,Male,48,1235-12-18,Basic,Divorced,0
2328,Garona Frostwolf,Orc,Priest,3,8,Alchemy,Leatherworking,1024.7969,17829,1085,93,Female,29,1101-07-25,Basic,Widowed,4
1513,Liadrin Sunstrider,Blood Elf,Demon Hunter,1,8,Leatherworking,Skinning,7250.894,10902,1085,62,Male,44,1334-09-09,None,Widowed,1
