student_id,name,age,gender,major,learning_style,parents_education_level,avg_sleep_hours,high_school_gpa,study_hours_per_week,family_income,english_proficiency,math_proficiency,science_proficiency,final_gpa,graduation_within_4_years,academic_performance_description
374,Benjamin Haney,20,Female,Biology,Reading/Writing,Bachelor's Degree,6.674261789294715,3.28,22,271000.0,94,87,100,3.0,1,Good academic standing maintained through consistent effort
375,Christopher Gonzalez,18,Female,Mathematics,Auditory,High School,7.087555436226843,3.41,27,24000.0,84,97,88,2.75,1,"Average performance, requires more focused study approach"
376,Melissa Taylor,18,Female,Economics,Reading/Writing,Bachelor's Degree,6.094211603144568,2.83,8,155000.0,78,70,74,2.75,1,"Average performance, requires more focused study approach"
377,William Russell,21,Female,Economics,Visual,Associate Degree,6.485191109735443,2.25,14,91000.0,68,81,76,1.75,1,"Struggling despite effort, may benefit from academic support services"
378,Mary Bates,18,Female,Business,Visual,High School,4.0,3.08,5,42000.0,68,75,70,1.75,0,"Below average performance, needs significant increase in study effort"
379,Heather Miller,21,Male,Computer Science,Visual,Associate Degree,8.460589346278551,3.27,12,59000.0,80,88,85,2.25,1,"Struggling despite effort, may benefit from academic support services"
380,Rachel Cortez,18,Female,Biology,Auditory,High School,7.448196670482643,3.74,18,95000.0,89,80,93,3.25,1,Solid performance with room for increased study time
381,Karen Holland,18,Female,Engineering,Auditory,Bachelor's Degree,5.839816233949855,2.61,35,88000.0,83,93,84,2.5,1,"Average performance, possibly impacted by insufficient rest"
382,Teresa Powell,20,Female,Engineering,Kinesthetic,Associate Degree,9.848102472032858,3.7,19,25000.0,87,94,100,2.5,1,"Average performance, requires more focused study approach"
383,Gregory Blake,20,Female,Computer Science,Reading/Writing,High School,7.13052472058858,4.0,23,256000.0,90,98,99,3.25,1,Good academic standing maintained through consistent effort
384,George Mcdonald,21,Female,Business,Auditory,High School,5.445784642037205,2.81,15,81000.0,82,73,77,2.25,0,"Struggling despite effort, may benefit from academic support services"
385,Dalton Atkinson,20,Male,Computer Science,Visual,High School,8.285106132205687,2.35,6,58000.0,70,85,82,2.5,0,"Average performance, requires more focused study approach"
386,Mr. Matthew Beck,21,Male,Mathematics,Visual,High School,7.597072324763894,2.8,17,36000.0,71,89,83,2.75,1,"Average performance, requires more focused study approach"
387,Veronica Lewis,18,Male,Business,Auditory,Associate Degree,7.591869978226329,3.13,10,67000.0,84,80,74,2.5,1,"Average performance, requires more focused study approach"
388,Hannah Clark,18,Male,Psychology,Auditory,Bachelor's Degree,6.361366593022614,3.53,20,176000.0,92,87,82,2.25,1,"Struggling despite effort, may benefit from academic support services"
389,Erik Robertson,20,Female,Computer Science,Auditory,High School,7.675743585667052,2.7,27,72000.0,82,84,77,2.25,0,"Struggling despite effort, may benefit from academic support services"
390,Whitney Patterson,21,Non-Binary,Biology,Kinesthetic,High School,6.6073625646683585,3.78,18,78000.0,76,78,96,2.0,0,"Struggling despite effort, may benefit from academic support services"
391,Katherine Andrade,25,Male,Business,Visual,Associate Degree,7.833912177468763,2.57,17,40000.0,75,81,79,2.5,1,"Average performance, requires more focused study approach"
392,Sierra Waller,19,Male,Mathematics,Kinesthetic,Bachelor's Degree,4.142583318984042,2.38,14,77000.0,68,80,78,2.0,0,"Struggling despite effort, may benefit from academic support services"
393,Heather Conner,19,Female,Mathematics,Kinesthetic,High School,6.349189805531216,3.55,8,62000.0,68,82,73,2.25,0,"Below average performance, needs significant increase in study effort"
394,Steven Lindsey,20,Male,Business,Reading/Writing,High School,9.583232646712293,2.0,8,97000.0,82,66,71,2.25,1,"Below average performance, needs significant increase in study effort"
395,Jacqueline Jones,18,Female,Social Sciences,Visual,Associate Degree,5.84939881689955,3.02,25,60000.0,85,83,89,3.5,1,High achievement despite suboptimal rest
396,Katherine Brown,22,Female,Social Sciences,Visual,High School,6.09424255376022,4.0,21,115000.0,82,92,97,3.0,1,Good academic standing maintained through consistent effort
397,Christopher Green,21,Female,Mathematics,Auditory,High School,6.3280579923250375,2.99,7,27000.0,77,81,71,2.25,1,"Below average performance, needs significant increase in study effort"
398,Kimberly Campbell,19,Male,Mathematics,Auditory,Bachelor's Degree,5.177790796167035,2.69,9,93000.0,86,87,82,1.75,1,"Below average performance, needs significant increase in study effort"
399,Bryan Evans,20,Male,Business,Reading/Writing,Bachelor's Degree,4.0,3.22,15,86000.0,85,87,81,2.5,1,"Average performance, possibly impacted by insufficient rest"
400,Marcus Thomas,20,Female,Psychology,Kinesthetic,Associate Degree,6.654120402214581,3.1,15,36000.0,78,81,100,3.0,0,Solid performance with room for increased study time
401,Joshua Vega,18,Female,Computer Science,Auditory,Bachelor's Degree,7.203789136122485,3.33,19,88000.0,83,84,87,3.0,1,Solid performance with room for increased study time
402,Jennifer Rios,22,Male,Computer Science,Auditory,Bachelor's Degree,6.921242397192022,3.58,20,70000.0,89,95,91,2.5,1,"Average performance, requires more focused study approach"
403,Mr. Matthew Porter,19,Female,Social Sciences,Visual,High School,6.7826821570781695,2.48,12,161000.0,68,81,66,2.0,1,"Struggling despite effort, may benefit from academic support services"
404,Stacy Blackburn,21,Male,Business,Visual,Associate Degree,7.064561306275581,3.97,23,60000.0,86,95,92,3.0,1,Good academic standing maintained through consistent effort
405,Joshua Fischer,18,Female,Economics,Auditory,High School,8.534262207326146,3.12,11,77000.0,82,83,82,2.25,1,"Struggling despite effort, may benefit from academic support services"
406,Garrett Walton,21,Male,Mathematics,Visual,High School,6.714330721106175,3.36,9,25000.0,80,100,78,2.25,1,"Below average performance, needs significant increase in study effort"
407,Jennifer Orr,19,Female,Mathematics,Reading/Writing,Bachelor's Degree,6.138876134369095,2.94,23,101000.0,72,97,89,2.0,1,"Struggling despite effort, may benefit from academic support services"
408,Mark Willis,18,Male,Social Sciences,Auditory,Master's Degree,6.57831177266787,4.0,33,24000.0,100,99,100,3.25,1,Good academic standing maintained through consistent effort
409,Robert Estes,22,Male,Business,Visual,Master's Degree,7.869020139635164,3.25,18,14000.0,78,76,87,3.0,1,Solid performance with room for increased study time
410,Christine Ramsey,18,Male,Computer Science,Reading/Writing,Bachelor's Degree,9.118040317814874,3.39,40,465000.0,97,100,100,4.0,1,Outstanding achievement through dedicated effort and consistent study
411,James Wolfe,18,Male,Engineering,Visual,High School,6.057784391246233,2.53,29,47000.0,68,92,86,2.5,1,"Average performance, requires more focused study approach"
412,Nicole Davis,23,Female,Computer Science,Visual,High School,7.148400680543325,2.5,5,52000.0,72,79,85,2.5,0,"Average performance, requires more focused study approach"
413,Stephanie Rojas,23,Non-Binary,Computer Science,Visual,Bachelor's Degree,7.507536162903939,3.59,12,143000.0,87,100,93,2.75,1,"Average performance, requires more focused study approach"
414,Ian Jones,19,Male,Engineering,Auditory,Associate Degree,5.511132989906765,2.9,14,50000.0,87,85,85,2.0,0,"Struggling despite effort, may benefit from academic support services"
415,Aaron Gallegos,20,Male,Economics,Kinesthetic,Bachelor's Degree,7.030625750819377,2.82,20,109000.0,71,92,96,2.5,1,"Average performance, requires more focused study approach"
416,Kenneth Williams DDS,19,Female,Psychology,Visual,Bachelor's Degree,4.801489213986857,2.93,40,116000.0,90,90,89,3.25,1,Good academic standing maintained through consistent effort
417,James Colon,18,Female,Business,Reading/Writing,Bachelor's Degree,4.346424544390902,3.6,40,101000.0,97,89,88,3.0,1,Good academic standing maintained through consistent effort
418,David Johnson,18,Female,Biology,Auditory,Bachelor's Degree,7.550119611838386,2.94,24,329000.0,89,84,89,2.75,1,"Average performance, requires more focused study approach"
419,Mary Key,20,Male,Business,Auditory,High School,6.424187888003826,2.94,11,34000.0,82,76,69,1.5,1,"Struggling despite effort, may benefit from academic support services"
420,Samantha Castro,20,Male,Computer Science,Reading/Writing,Bachelor's Degree,7.303420611431829,3.26,32,206000.0,91,100,96,3.0,1,Good academic standing maintained through consistent effort
421,Jonathan Perkins,20,Female,Economics,Visual,Master's Degree,6.973157534487475,2.42,20,63000.0,83,85,87,2.5,1,"Average performance, requires more focused study approach"
422,Michael Ramsey,20,Male,Biology,Kinesthetic,High School,5.535399927004304,2.26,4,113000.0,70,72,91,1.75,1,"Below average performance, needs significant increase in study effort"
423,Taylor Adams,18,Female,Economics,Visual,Bachelor's Degree,6.932118547053495,3.42,13,106000.0,80,93,89,2.25,1,"Struggling despite effort, may benefit from academic support services"
424,Cody Singh,19,Male,Computer Science,Reading/Writing,High School,5.1503480424777175,2.63,9,223000.0,77,89,72,2.75,1,"Average performance, possibly impacted by insufficient rest"
425,Timothy Lewis,18,Female,Mathematics,Auditory,Master's Degree,9.086458537002102,3.9,34,27000.0,94,100,98,4.0,1,Outstanding achievement through dedicated effort and consistent study
426,Christopher Atkins,19,Male,Biology,Kinesthetic,High School,4.966044482710054,3.48,9,85000.0,67,73,89,3.0,1,Solid performance with room for increased study time
427,David Brown,19,Female,Psychology,Auditory,Associate Degree,6.706322093547128,3.48,15,164000.0,80,76,88,2.0,0,"Struggling despite effort, may benefit from academic support services"
428,Beth Willis,21,Female,Biology,Reading/Writing,High School,5.4365926179291275,3.91,34,40000.0,98,91,100,3.25,1,Good academic standing maintained through consistent effort
429,Dalton Moon,19,Female,Mathematics,Visual,Bachelor's Degree,7.855631760041193,3.21,23,151000.0,74,95,77,2.75,1,"Average performance, requires more focused study approach"
430,Daniel Chambers,18,Male,Psychology,Kinesthetic,High School,6.5028529430777455,3.32,19,59000.0,82,80,90,2.5,0,"Average performance, requires more focused study approach"
431,Matthew Kelly,18,Female,Psychology,Auditory,High School,6.221999920568185,2.71,23,25000.0,76,72,89,3.25,1,Good academic standing maintained through consistent effort
432,Kristen Burns,20,Female,Social Sciences,Auditory,Associate Degree,8.279802317577332,4.0,17,37000.0,90,95,88,2.25,1,"Struggling despite effort, may benefit from academic support services"
433,Jessica Hernandez,20,Female,Economics,Auditory,Master's Degree,7.044145887516328,4.0,40,36000.0,100,100,100,3.5,1,Strong performance supported by good sleep habits
434,Edward White,18,Female,Engineering,Visual,High School,7.774966668903951,3.01,20,120000.0,73,95,92,2.25,0,"Struggling despite effort, may benefit from academic support services"
435,Kevin Raymond,18,Female,Economics,Kinesthetic,High School,5.528011095223803,3.19,13,14000.0,70,82,68,2.0,1,"Struggling despite effort, may benefit from academic support services"
436,Jeremiah Adkins,20,Female,Engineering,Visual,Bachelor's Degree,4.892774584108739,3.93,37,99000.0,88,97,100,2.5,0,"Average performance, possibly impacted by insufficient rest"
437,Jacob Simmons,18,Male,Business,Visual,Associate Degree,7.1608119430602,3.05,22,127000.0,79,82,80,3.25,1,Good academic standing maintained through consistent effort
438,Timothy Le,21,Female,Psychology,Visual,Master's Degree,6.521730466757903,3.05,21,4000.0,93,99,100,3.5,1,High achievement despite suboptimal rest
439,Brittany Cain,20,Female,Social Sciences,Reading/Writing,High School,7.939652008680916,3.44,20,38000.0,85,75,77,2.75,1,"Average performance, requires more focused study approach"
440,Patrick Griffin,18,Male,Social Sciences,Reading/Writing,Bachelor's Degree,6.880137321006176,3.29,14,119000.0,91,89,85,2.25,1,"Struggling despite effort, may benefit from academic support services"
441,Lori Cohen,18,Male,Business,Reading/Writing,High School,7.307613008851945,3.09,26,108000.0,85,81,84,2.75,1,"Average performance, requires more focused study approach"
442,Michelle Roman,24,Male,Psychology,Kinesthetic,High School,4.564926205088135,2.58,37,184000.0,86,83,96,3.0,1,Good academic standing maintained through consistent effort
443,Kristine Elliott,19,Female,Business,Visual,Bachelor's Degree,9.832655409421385,2.39,8,70000.0,73,86,86,2.75,1,"Average performance, requires more focused study approach"
444,Christina Patterson,19,Female,Social Sciences,Visual,Associate Degree,6.753637022451953,3.24,13,49000.0,78,76,85,2.5,1,"Average performance, requires more focused study approach"
445,Donald Le,21,Female,Social Sciences,Reading/Writing,Bachelor's Degree,8.046380455508798,3.7,17,220000.0,100,95,84,3.5,1,Strong performance supported by good sleep habits
446,Scott Shaw,23,Female,Biology,Visual,High School,5.74586249467056,2.89,20,35000.0,71,74,93,2.0,0,"Struggling despite effort, may benefit from academic support services"
447,Ann White,24,Male,Mathematics,Visual,Associate Degree,7.4620148533260116,3.84,21,100000.0,69,92,93,2.75,1,"Average performance, requires more focused study approach"
448,April Gutierrez,20,Male,Economics,Auditory,Associate Degree,5.045732854712882,2.77,12,291000.0,68,71,68,2.25,0,"Struggling despite effort, may benefit from academic support services"
449,Jeffrey Pierce,19,Male,Psychology,Visual,Doctorate,7.6781017573895065,2.97,21,96000.0,94,92,85,3.25,1,Good academic standing maintained through consistent effort
450,John Morrow,18,Male,Computer Science,Auditory,High School,6.466038873421251,2.97,10,104000.0,85,95,84,2.5,1,"Average performance, requires more focused study approach"
451,Kim Mcneil,20,Male,Engineering,Visual,High School,7.043785755903351,2.96,19,146000.0,79,100,98,2.75,1,"Average performance, requires more focused study approach"
452,Kevin Campbell,19,Male,Biology,Kinesthetic,Associate Degree,8.046961045195147,3.51,20,101000.0,87,90,100,3.25,0,Good academic standing maintained through consistent effort
453,Adam Torres,19,Female,Biology,Reading/Writing,Associate Degree,5.15118953316958,2.74,13,119000.0,82,72,79,2.0,1,"Struggling despite effort, may benefit from academic support services"
454,Chad Mcgrath DVM,22,Female,Engineering,Auditory,High School,5.9732624040808044,3.68,13,47000.0,87,88,91,2.25,1,"Struggling despite effort, may benefit from academic support services"
455,Jeffrey Stewart,18,Non-Binary,Social Sciences,Reading/Writing,Master's Degree,7.685986421630148,4.0,40,114000.0,97,91,90,3.75,1,Outstanding achievement through dedicated effort and consistent study
456,Keith Hodges,19,Female,Business,Auditory,High School,10.0,2.98,26,80000.0,85,81,88,3.5,1,Strong performance supported by good sleep habits
457,Daniel Mcguire,18,Female,Psychology,Auditory,Master's Degree,6.792876498007777,4.0,31,1000.0,100,87,100,3.5,1,High achievement despite suboptimal rest
458,John Alvarez,19,Male,Biology,Auditory,High School,7.886704176885899,2.47,22,71000.0,72,79,96,2.75,1,"Average performance, requires more focused study approach"
459,Aaron Stanley,18,Female,Biology,Kinesthetic,Bachelor's Degree,6.83954279521228,3.79,14,43000.0,82,78,100,2.75,1,"Average performance, requires more focused study approach"
460,Natalie Kelly,18,Female,Biology,Visual,Master's Degree,9.91336839213445,3.9,18,78000.0,88,84,100,4.0,1,Exceptional academic performance with natural ability
461,Michael Vasquez,18,Male,Business,Auditory,High School,4.379167499552117,3.43,9,51000.0,82,68,76,2.0,1,"Below average performance, needs significant increase in study effort"
462,Ashley West,20,Male,Business,Kinesthetic,Master's Degree,7.141931567004037,3.37,22,207000.0,81,86,88,3.25,1,Good academic standing maintained through consistent effort
463,Erin Walters,20,Female,Biology,Auditory,Associate Degree,4.561683949656908,2.0,23,99000.0,78,66,92,2.0,0,"Struggling despite effort, may benefit from academic support services"
464,Mr. David Bryant MD,19,Male,Psychology,Visual,Master's Degree,4.0,3.05,18,94000.0,84,85,95,2.25,1,"Struggling despite effort, may benefit from academic support services"
465,David Carr,23,Female,Business,Auditory,Bachelor's Degree,7.446193079676725,2.94,31,59000.0,81,80,85,3.0,1,Good academic standing maintained through consistent effort
466,Joseph Stewart,19,Female,Economics,Kinesthetic,High School,7.209246694221188,2.51,8,97000.0,69,77,75,2.5,1,"Average performance, requires more focused study approach"
467,Mrs. Jennifer Smith,18,Male,Engineering,Visual,High School,6.572744593386698,3.06,13,38000.0,80,92,89,2.75,0,"Average performance, requires more focused study approach"
468,Dawn Hall,21,Male,Biology,Kinesthetic,High School,6.84070886494037,2.79,10,128000.0,68,71,86,1.5,1,"Struggling despite effort, may benefit from academic support services"
469,Julie Graham,18,Male,Mathematics,Visual,High School,10.0,2.59,10,27000.0,81,89,78,2.75,1,"Average performance, requires more focused study approach"
470,Sara Phillips,23,Male,Business,Visual,High School,6.612737292952849,2.47,11,65000.0,78,76,81,1.5,0,"Struggling despite effort, may benefit from academic support services"
471,Jasmin King,18,Male,Computer Science,Reading/Writing,High School,7.765186541875112,2.64,4,27000.0,85,91,87,2.5,1,"Average performance, requires more focused study approach"
472,Mary Robbins,23,Female,Economics,Reading/Writing,Associate Degree,6.025952770579178,3.69,22,80000.0,88,81,78,3.0,0,Good academic standing maintained through consistent effort
473,Steven Haynes,18,Male,Biology,Reading/Writing,Bachelor's Degree,7.442848862560905,2.92,17,277000.0,86,87,89,2.75,1,"Average performance, requires more focused study approach"
474,Miguel Riley,21,Female,Biology,Visual,High School,6.642649487416573,2.74,31,99000.0,91,96,100,3.25,1,Good academic standing maintained through consistent effort
475,Martha Larson,19,Male,Mathematics,Auditory,High School,6.384222275905405,2.77,18,59000.0,84,99,76,2.25,1,"Struggling despite effort, may benefit from academic support services"
476,Anthony Cooper,25,Female,Mathematics,Kinesthetic,Bachelor's Degree,9.728347798300486,3.42,23,41000.0,79,87,87,3.25,1,Good academic standing maintained through consistent effort
477,Robert Church,18,Male,Social Sciences,Kinesthetic,High School,8.765777444776509,3.23,31,41000.0,90,77,80,2.25,1,"Struggling despite effort, may benefit from academic support services"
478,Laurie Garcia,19,Male,Psychology,Kinesthetic,High School,7.205119971098846,2.0,25,83000.0,84,78,82,2.25,0,"Struggling despite effort, may benefit from academic support services"
479,Andrew Nguyen,23,Female,Engineering,Reading/Writing,High School,4.0,3.51,34,42000.0,81,91,97,3.25,1,Good academic standing maintained through consistent effort
480,Karen Gutierrez,19,Female,Engineering,Visual,Master's Degree,6.458486165121146,4.0,21,142000.0,87,100,100,2.75,1,"Average performance, requires more focused study approach"
481,Mr. James Mcdaniel,20,Male,Business,Reading/Writing,Bachelor's Degree,10.0,2.72,11,93000.0,85,78,73,3.0,1,Solid performance with room for increased study time
482,Anthony Ray,20,Female,Psychology,Auditory,Associate Degree,6.6540075000404375,2.64,6,142000.0,89,72,87,1.5,0,"Below average performance, needs significant increase in study effort"
483,Ashley Martin,19,Male,Business,Visual,Bachelor's Degree,8.654826358080488,3.02,29,99000.0,97,93,78,2.75,1,"Average performance, requires more focused study approach"
484,Melanie Foster,20,Female,Social Sciences,Kinesthetic,Associate Degree,9.162913602928901,2.75,6,64000.0,78,79,76,2.25,1,"Below average performance, needs significant increase in study effort"
485,John Sullivan,19,Male,Psychology,Reading/Writing,Bachelor's Degree,7.328445873783963,3.36,22,73000.0,100,81,88,3.0,1,Good academic standing maintained through consistent effort
486,Elizabeth Peterson,22,Male,Psychology,Reading/Writing,Bachelor's Degree,5.737267552197771,2.28,8,59000.0,82,72,70,2.0,0,"Below average performance, needs significant increase in study effort"
487,Michelle Davis,18,Female,Engineering,Auditory,Bachelor's Degree,4.0,2.69,30,159000.0,78,91,100,2.5,1,"Average performance, possibly impacted by insufficient rest"
488,Samuel Welch,18,Female,Computer Science,Auditory,High School,8.026244812913433,3.77,21,44000.0,75,83,98,3.25,1,Good academic standing maintained through consistent effort
489,Aaron Green,23,Male,Computer Science,Reading/Writing,High School,5.777865995764678,2.54,24,86000.0,85,69,75,2.75,1,"Average performance, possibly impacted by insufficient rest"
490,Amber Anderson,21,Female,Engineering,Auditory,Associate Degree,7.264225677831538,3.75,21,56000.0,100,100,100,3.0,1,Good academic standing maintained through consistent effort
491,Mark Miller PhD,19,Female,Computer Science,Kinesthetic,Master's Degree,5.125269490615954,3.55,17,8000.0,86,94,100,2.75,1,"Average performance, possibly impacted by insufficient rest"
492,Charlene Gould,20,Male,Biology,Auditory,Associate Degree,6.602143689294697,2.22,10,103000.0,75,64,86,2.0,1,"Struggling despite effort, may benefit from academic support services"
493,Sherry Matthews,18,Female,Mathematics,Auditory,Bachelor's Degree,7.05057858235158,3.57,30,66000.0,98,100,94,4.0,1,Outstanding achievement through dedicated effort and consistent study
494,Thomas George,18,Male,Mathematics,Reading/Writing,Doctorate,7.402890371566447,3.44,17,40000.0,100,94,89,3.25,1,Solid performance with room for increased study time
495,Christopher Bernard,19,Female,Biology,Reading/Writing,High School,5.327766718971379,2.77,9,25000.0,79,71,93,2.75,1,"Average performance, possibly impacted by insufficient rest"
496,Robert Gordon,19,Female,Business,Visual,Bachelor's Degree,8.795366423142028,3.37,16,72000.0,67,85,88,3.0,1,Solid performance with room for increased study time
497,Christopher Taylor,19,Female,Mathematics,Visual,Bachelor's Degree,6.104657822902043,3.49,20,91000.0,83,97,88,2.75,0,"Average performance, requires more focused study approach"
498,Jean Carter,18,Male,Mathematics,Reading/Writing,Doctorate,4.488295809320132,3.85,32,43000.0,100,100,92,3.25,1,Good academic standing maintained through consistent effort
499,Emily Conley,24,Male,Business,Auditory,Doctorate,6.8364648700548045,4.0,39,101000.0,86,87,89,4.0,1,Outstanding achievement through dedicated effort and consistent study
500,Lisa Torres,24,Male,Economics,Auditory,Bachelor's Degree,7.05156296353969,3.45,13,96000.0,89,83,73,2.25,1,"Struggling despite effort, may benefit from academic support services"
501,Linda Dunn,20,Male,Business,Visual,High School,7.2408841497576395,2.31,5,520000.0,70,81,78,1.75,1,"Below average performance, needs significant increase in study effort"
502,Matthew Pearson,19,Male,Mathematics,Visual,Bachelor's Degree,9.04319860552762,3.01,12,111000.0,74,81,75,2.75,1,"Average performance, requires more focused study approach"
503,Shelby Young,18,Female,Social Sciences,Visual,High School,6.645326744896211,4.0,17,18000.0,83,85,87,2.5,0,"Average performance, requires more focused study approach"
504,Ryan Brooks,21,Male,Computer Science,Kinesthetic,Bachelor's Degree,6.820570563446843,3.61,14,82000.0,76,91,95,2.75,1,"Average performance, requires more focused study approach"
505,April Douglas,20,Male,Mathematics,Kinesthetic,Master's Degree,5.34522342815036,4.0,28,34000.0,84,100,96,3.0,1,Good academic standing maintained through consistent effort
506,Matthew Allen,18,Female,Biology,Visual,Associate Degree,8.230830254331845,3.82,33,54000.0,87,91,100,3.0,1,Good academic standing maintained through consistent effort
507,Anita West,22,Male,Social Sciences,Auditory,Bachelor's Degree,7.276463596117155,3.37,11,93000.0,82,79,80,2.75,1,"Average performance, requires more focused study approach"
508,Ashley Miller,21,Female,Engineering,Visual,Associate Degree,6.369958409058756,3.28,12,53000.0,75,89,83,2.5,1,"Average performance, requires more focused study approach"
509,Shirley Martinez,23,Male,Mathematics,Kinesthetic,Associate Degree,4.142987959801804,3.11,36,91000.0,78,94,89,2.25,0,"Struggling despite effort, may benefit from academic support services"
510,Kristy Watson,20,Female,Computer Science,Auditory,High School,9.166618292582632,2.13,12,16000.0,70,90,78,2.0,0,"Struggling despite effort, may benefit from academic support services"
511,Michael Simon,20,Male,Business,Kinesthetic,Bachelor's Degree,5.158480053315914,3.26,16,163000.0,77,75,82,2.25,1,"Struggling despite effort, may benefit from academic support services"
512,Julia Richardson,19,Male,Computer Science,Auditory,Master's Degree,6.113082985945441,3.98,40,-1000.0,90,97,89,3.25,1,Good academic standing maintained through consistent effort
513,Brittany Evans,22,Female,Social Sciences,Kinesthetic,Master's Degree,7.537516766614004,3.08,19,29000.0,92,86,89,3.25,1,Solid performance with room for increased study time
514,Robert Brooks,21,Male,Mathematics,Auditory,High School,5.20516310707497,3.21,20,36000.0,89,92,90,2.25,0,"Struggling despite effort, may benefit from academic support services"
515,John Patton,18,Female,Mathematics,Auditory,Master's Degree,4.759735332620284,3.8,19,54000.0,81,93,84,4.0,1,Exceptional academic performance with natural ability
516,Ryan Russell,18,Male,Social Sciences,Auditory,Bachelor's Degree,4.0,2.8,12,83000.0,87,74,72,2.75,1,"Average performance, possibly impacted by insufficient rest"
517,Gary Duran,19,Male,Computer Science,Auditory,High School,8.081495429358453,2.77,19,71000.0,70,86,82,3.0,1,Solid performance with room for increased study time
518,Kristine Zimmerman,21,Female,Engineering,Reading/Writing,High School,6.182220632910517,2.49,33,130000.0,85,96,87,2.25,0,"Struggling despite effort, may benefit from academic support services"
519,Michelle Flores,24,Male,Computer Science,Kinesthetic,High School,10.0,2.59,9,103000.0,78,86,96,1.75,1,"Below average performance, needs significant increase in study effort"
520,Michael Wood,18,Female,Business,Kinesthetic,Master's Degree,5.508467401553689,2.73,14,41000.0,63,66,88,2.25,1,"Struggling despite effort, may benefit from academic support services"
521,Taylor Kim,19,Non-Binary,Business,Reading/Writing,Bachelor's Degree,5.6178234648566185,2.8,28,113000.0,85,79,80,2.75,1,"Average performance, possibly impacted by insufficient rest"
522,John Salas,19,Female,Engineering,Auditory,Bachelor's Degree,6.151910544571898,3.96,19,266000.0,79,89,89,2.75,1,"Average performance, requires more focused study approach"
523,Melinda Bennett,23,Female,Business,Auditory,High School,7.364701982707734,2.54,15,105000.0,80,77,69,2.0,1,"Struggling despite effort, may benefit from academic support services"
524,Robert Mosley,21,Male,Computer Science,Kinesthetic,Bachelor's Degree,6.294694991822033,3.31,16,79000.0,74,87,87,2.0,1,"Struggling despite effort, may benefit from academic support services"
525,Kathleen Stanley,21,Male,Business,Reading/Writing,High School,7.918498321003768,2.75,10,146000.0,79,74,62,2.0,1,"Struggling despite effort, may benefit from academic support services"
526,Thomas Coleman,19,Male,Computer Science,Auditory,Associate Degree,5.5321174150170185,3.71,13,94000.0,88,92,92,2.5,1,"Average performance, possibly impacted by insufficient rest"
527,Mr. Nathan Nguyen,19,Female,Social Sciences,Auditory,Bachelor's Degree,4.9276124223046285,3.91,28,61000.0,91,87,94,2.75,1,"Average performance, possibly impacted by insufficient rest"
528,Gary Ruiz,18,Non-Binary,Economics,Auditory,High School,4.302677890886339,3.43,19,53000.0,78,91,81,2.25,0,"Struggling despite effort, may benefit from academic support services"
529,Andrea Horne,18,Male,Social Sciences,Visual,Bachelor's Degree,4.0,3.4,23,51000.0,86,82,87,2.5,1,"Average performance, possibly impacted by insufficient rest"
530,Dr. Aaron Smith,21,Female,Engineering,Reading/Writing,High School,6.222896470787415,2.88,8,12000.0,81,84,82,2.75,0,"Average performance, requires more focused study approach"
531,Kimberly Jacobs,21,Male,Business,Auditory,Bachelor's Degree,6.548529531410167,2.65,20,61000.0,81,80,69,2.75,1,"Average performance, requires more focused study approach"
532,Jesse Spencer,25,Female,Economics,Visual,Associate Degree,6.052844458775225,4.0,40,80000.0,85,100,95,3.75,1,Outstanding achievement through dedicated effort and consistent study
533,John Gonzalez,25,Male,Business,Reading/Writing,Associate Degree,8.865108695780743,2.75,9,80000.0,81,69,73,2.5,1,"Average performance, requires more focused study approach"
534,Krista Christian,19,Non-Binary,Business,Auditory,High School,8.842045314412204,3.33,10,22000.0,91,80,90,2.0,0,"Struggling despite effort, may benefit from academic support services"
535,Lisa Williams,20,Female,Business,Kinesthetic,High School,6.4977955188332475,3.53,11,11000.0,69,71,90,2.5,0,"Average performance, requires more focused study approach"
536,Christopher Lopez,23,Male,Computer Science,Visual,Master's Degree,4.309118330212056,3.1,22,147000.0,86,100,94,3.5,1,High achievement despite suboptimal rest
537,Alice Vazquez,21,Male,Business,Visual,High School,6.1499423379174205,3.52,9,64000.0,84,77,85,3.0,1,Solid performance with room for increased study time
538,Kristopher James,18,Male,Engineering,Auditory,Bachelor's Degree,6.100267909124408,3.63,25,208000.0,86,89,99,3.25,1,Good academic standing maintained through consistent effort
539,Tammy Phillips,19,Male,Biology,Auditory,Doctorate,6.014297556582913,4.0,19,165000.0,98,92,100,3.25,1,Solid performance with room for increased study time
540,Mrs. Brandi Zimmerman,18,Male,Computer Science,Visual,High School,5.953421644152632,2.77,20,100000.0,77,96,88,2.5,1,"Average performance, possibly impacted by insufficient rest"
541,Michael Lambert,23,Female,Business,Kinesthetic,High School,6.019805656412789,2.36,14,62000.0,60,57,66,2.0,1,"Struggling despite effort, may benefit from academic support services"
542,Sarah Scott,20,Female,Mathematics,Kinesthetic,Bachelor's Degree,6.42018757615336,3.0,40,75000.0,76,96,93,2.5,1,"Average performance, requires more focused study approach"
543,Barbara Rodriguez,18,Female,Computer Science,Reading/Writing,Master's Degree,6.046688351776665,3.48,17,78000.0,97,100,100,3.25,1,Solid performance with room for increased study time
544,Mr. Michael Crosby,20,Male,Business,Auditory,Master's Degree,7.312483762938388,3.4,33,33000.0,96,93,93,3.25,1,Good academic standing maintained through consistent effort
