Name,Age,Experience,KnifeSkills,PlatingAesthetics,Creativity,ChallengeWinRate,JudgesFeedback,StressManagement,SocialMediaFollowing,Education,Country,CuisineSpecialty,AudiencePopularity,SignatureDishes,UniqueIngredients,HoursPracticed,Top10Percent
James Edward Brown,37,5,9.62,7.32,5.69,37.04,8.22,4.01,9.06,Associate's,Mexico,French,1.13,2,4,21.97,0
Patricia Sophie Miller,38,13,8.56,8.07,6.81,28.15,7.43,9.78,4.73,Bachelor's,China,Indian,0.21,3,2,18.05,1
Mary Daniel Martinez,38,9,7.48,4.88,9.09,25.76,7.09,8.39,3.96,Associate's,Brazil,French,9.13,0,7,20.12,0
Mary Benjamin Jones,49,9,7.96,8.42,9.53,14.6,7.32,4.67,9.16,High School,Germany,Mexican,3.46,5,7,18.73,1
James Olivia Garcia,43,12,7.9,8.52,10.0,19.69,5.88,10.0,5.15,High School,Brazil,Japanese,0.86,2,4,24.25,1
Patricia Benjamin Miller,46,14,6.34,6.43,5.91,17.91,6.15,4.19,7.16,Associate's,Germany,French,4.66,5,4,13.56,0
Linda Edward Johnson,44,14,7.44,4.49,4.61,31.95,6.86,1.85,3.4,Bachelor's,China,Japanese,0.76,2,5,18.3,0
Linda Sophia Smith,40,17,8.93,6.27,10.0,16.17,5.89,3.8,2.62,Bachelor's,France,Mexican,0.85,5,6,19.02,0
Patricia Sophie Rodriguez,33,8,2.87,5.1,6.94,0.0,5.15,1.0,3.01,Associate's,UK,Mexican,4.89,4,4,26.97,0
William Olivia Davis,39,13,8.88,9.59,7.86,23.9,8.48,2.6,4.97,High School,Brazil,French,5.09,3,5,25.88,0
Robert Benjamin Martinez,37,9,9.53,8.07,7.86,17.75,5.89,1.0,1.13,High School,Mexico,Indian,5.8,2,6,21.96,0
Robert Sophia Miller,40,20,7.58,8.87,8.7,31.58,8.11,2.38,5.51,High School,Japan,Indian,6.56,2,5,15.03,1
Barbara Olivia Johnson,22,7,6.21,8.48,8.05,18.59,5.47,3.2,4.37,Bachelor's,Brazil,Japanese,6.68,4,4,20.29,0
Michael Sophie Brown,28,6,2.83,7.1,4.8,17.94,7.09,1.45,7.65,High School,Germany,French,4.33,3,9,29.4,0
William Daniel Jones,40,9,3.36,7.12,7.4,13.14,6.14,4.55,4.0,Associate's,France,Italian,6.44,5,5,19.26,1
Robert Daniel Rodriguez,18,2,4.55,5.23,6.38,20.69,5.55,5.87,6.63,Associate's,India,Mexican,3.05,1,8,20.64,0
Linda Sophia Miller,25,8,9.18,7.46,10.0,28.6,6.63,3.97,8.15,Culinary School,Mexico,Japanese,4.41,3,7,20.93,0
Patricia Edward Davis,51,15,8.29,7.1,6.21,40.29,7.16,6.84,4.85,Culinary School,Mexico,Mexican,3.93,1,6,15.75,1
William Christopher Smith,28,13,6.33,8.1,8.87,30.38,6.05,4.52,7.79,Culinary School,India,Japanese,3.29,3,5,15.96,0
Barbara Olivia Miller,39,7,1.95,4.89,6.06,22.85,6.21,1.0,5.35,Bachelor's,Japan,French,2.39,4,12,15.95,0
Michael Christopher Davis,40,14,8.98,7.23,10.0,28.55,7.65,1.07,4.93,Bachelor's,Japan,Japanese,0.78,5,6,18.51,1
John Christopher Martinez,35,10,3.33,6.76,5.53,6.23,5.14,1.0,2.91,Bachelor's,Mexico,Japanese,5.06,7,3,22.21,0
Elizabeth Edward Davis,37,17,10.0,9.18,10.0,25.26,8.67,7.35,5.65,Bachelor's,Brazil,Italian,5.37,2,4,20.85,1
William Olivia Garcia,55,14,2.78,3.31,5.16,19.56,5.36,9.14,7.21,Culinary School,Italy,Japanese,3.36,4,11,22.54,0
Michael Emma Johnson,36,12,8.4,4.67,7.62,20.06,5.89,4.54,1.84,Associate's,USA,Indian,9.76,0,2,30.8,0
James Alexander Miller,46,9,6.47,6.5,4.29,25.0,6.08,5.87,6.44,Associate's,India,Japanese,5.57,3,4,32.97,0
Barbara Alexander Smith,26,8,4.08,6.64,10.0,18.97,6.91,7.24,6.33,Associate's,Brazil,Japanese,8.89,1,4,20.47,0
Michael Christopher Rodriguez,40,11,4.12,6.61,7.17,8.38,5.37,4.94,4.8,Associate's,Brazil,French,5.7,2,7,24.62,0
William Daniel Miller,40,4,4.02,6.66,8.68,28.11,7.04,10.0,5.81,Bachelor's,Italy,Japanese,1.9,2,6,23.3,0
Mary Grace Martinez,18,0,3.34,7.11,7.99,38.25,7.1,6.29,6.53,Bachelor's,France,Italian,9.75,3,4,25.38,1
James Daniel Jones,58,20,7.85,9.03,9.76,22.53,5.94,8.16,6.56,Associate's,Brazil,French,8.85,1,10,25.21,1
James Daniel Miller,43,8,3.66,5.36,6.33,26.25,6.1,3.35,5.13,High School,Mexico,Mexican,4.71,1,1,17.36,0
Elizabeth Benjamin Williams,37,10,5.47,6.9,8.84,5.67,5.3,1.0,1.67,Culinary School,China,Indian,2.43,3,3,29.91,0
Patricia Daniel Miller,24,5,8.6,6.66,10.0,22.88,6.87,2.18,6.58,High School,Japan,Indian,2.23,1,6,27.66,0
Barbara Edward Jones,35,8,3.77,8.35,7.22,20.97,5.65,1.68,4.88,High School,Japan,Mexican,8.06,2,5,24.83,0
Elizabeth Olivia Smith,36,6,7.39,10.0,9.58,18.67,6.16,5.34,4.1,Bachelor's,China,Japanese,0.69,4,6,23.43,1
Mary Olivia Davis,38,8,6.26,5.8,7.38,0.0,6.53,6.77,4.29,High School,Japan,Italian,6.38,1,6,21.99,0
William Daniel Davis,38,5,6.81,7.29,10.0,40.46,7.87,9.3,10.0,High School,India,Italian,6.4,1,2,21.03,0
Mary Olivia Williams,37,8,4.29,4.9,4.95,19.22,7.23,6.77,7.04,High School,China,Italian,1.82,3,8,23.94,1
Elizabeth Sophie Miller,38,13,5.54,5.82,8.11,18.94,6.66,9.29,5.3,High School,India,Italian,7.05,2,8,21.27,0
Michael Emma Smith,41,9,7.42,9.4,10.0,24.27,7.98,9.79,5.25,Associate's,Mexico,Japanese,7.05,1,0,21.89,1
William Benjamin Martinez,38,10,6.71,7.49,8.35,0.79,6.67,1.0,8.01,High School,France,Mexican,3.5,1,6,20.12,0
Patricia Grace Jones,22,8,5.33,4.53,8.85,12.98,5.8,3.42,4.29,Associate's,Germany,Mexican,4.83,1,2,19.33,0
Linda Emma Smith,28,1,5.72,8.02,8.29,16.81,5.98,4.34,3.42,High School,China,Indian,8.33,2,5,29.58,0
Patricia Sophia Brown,33,9,5.93,7.91,8.26,0.0,5.91,1.0,4.29,Bachelor's,Brazil,Mexican,5.23,1,4,21.05,0
John Daniel Brown,57,21,8.55,7.39,10.0,42.5,6.69,10.0,6.76,High School,India,Italian,6.18,4,5,18.58,1
Michael Benjamin Brown,22,6,1.86,6.43,10.0,18.46,7.25,7.4,4.12,High School,Japan,Japanese,4.13,1,3,21.45,1
John Sophie Martinez,39,13,5.91,8.91,7.77,34.02,6.4,9.56,2.98,High School,India,French,1.5,4,3,14.59,0
Patricia Sophie Williams,24,12,6.25,7.46,7.85,9.08,6.8,5.34,4.01,Associate's,UK,French,9.98,5,5,25.33,0
Linda Christopher Garcia,26,10,3.01,6.86,2.25,9.15,6.92,7.3,9.3,Associate's,USA,Italian,5.32,3,8,20.69,0
Michael Sophie Rodriguez,30,14,5.28,7.66,6.08,17.95,5.97,7.71,5.77,Associate's,France,Indian,3.36,5,5,18.99,0
James Olivia Johnson,33,10,7.18,8.78,10.0,30.2,7.09,9.55,7.77,Culinary School,Brazil,French,7.14,1,1,18.48,0
John Grace Martinez,32,5,7.08,5.64,4.45,2.81,6.07,1.82,2.46,Culinary School,Mexico,Italian,6.21,5,2,12.74,0
Linda Christopher Miller,24,4,1.59,3.77,5.56,18.94,5.68,2.43,3.54,Associate's,China,Japanese,2.33,3,3,29.76,0
William Daniel Rodriguez,30,16,4.47,6.89,6.05,22.2,7.18,6.82,8.05,High School,Italy,French,8.77,3,4,21.62,0
Robert Benjamin Williams,29,7,5.32,7.1,8.55,10.99,6.6,6.74,4.97,Associate's,Japan,Italian,0.71,4,7,29.69,0
Patricia Grace Williams,35,7,3.29,7.42,9.32,4.65,5.91,7.44,3.29,High School,Japan,French,6.06,2,4,19.37,0
William Edward Davis,38,13,4.29,8.1,8.3,6.64,5.74,3.73,3.29,Bachelor's,UK,Japanese,4.78,3,4,22.95,0
Mary Edward Jones,20,3,4.34,9.36,6.43,31.49,6.15,1.51,4.1,High School,Japan,Mexican,3.18,2,6,24.35,0
Barbara Emma Johnson,24,5,4.85,8.34,9.32,22.65,5.42,6.01,4.19,Bachelor's,Brazil,Mexican,8.26,4,7,23.12,1
James Sophie Brown,27,10,7.01,8.71,10.0,18.89,5.95,6.03,3.57,Culinary School,Japan,Japanese,6.56,3,6,18.41,0
Michael Grace Brown,40,13,8.68,10.0,9.16,19.67,8.03,5.2,6.1,Associate's,Brazil,Japanese,7.59,1,6,11.82,1
Elizabeth Alexander Miller,21,1,5.24,6.44,9.28,30.14,7.28,1.11,5.64,Associate's,UK,Mexican,4.15,3,8,31.95,0
John Olivia Smith,49,16,8.4,7.05,10.0,17.5,5.91,8.56,6.6,Associate's,China,Japanese,9.42,4,3,17.01,0
James Edward Jones,27,14,7.89,7.49,10.0,29.43,7.32,1.99,3.71,High School,China,Japanese,3.45,0,7,33.35,1
Patricia Sophie Davis,23,11,3.37,6.27,10.0,16.4,7.68,3.12,5.69,Culinary School,Japan,Japanese,5.31,3,5,17.65,1
William Daniel Davis,37,9,5.54,8.3,8.62,23.96,7.2,6.46,4.15,Associate's,Germany,Mexican,9.34,2,4,27.56,1
Mary Sophia Miller,37,10,6.03,6.59,9.73,11.83,5.53,6.85,4.18,High School,USA,Mexican,0.83,3,4,23.59,0
Patricia Olivia Martinez,18,1,5.25,6.62,8.2,29.73,5.29,1.36,5.8,Bachelor's,Germany,French,1.09,1,1,23.82,0
Barbara Sophia Johnson,29,10,3.9,6.21,7.89,24.6,6.11,7.13,10.0,High School,France,Mexican,9.94,1,4,17.52,0
William Emma Jones,41,9,2.9,5.79,8.85,2.56,5.93,10.0,6.34,High School,India,French,9.71,4,6,18.63,0
William Benjamin Jones,33,6,9.25,8.99,6.85,27.06,7.17,5.25,1.61,Associate's,UK,Mexican,7.72,3,9,18.7,1
Robert Olivia Rodriguez,35,13,9.71,9.96,10.0,26.23,7.25,7.91,3.41,Associate's,Italy,Indian,4.84,5,5,21.37,1
William Christopher Johnson,36,7,4.45,7.55,5.06,4.94,6.18,1.5,1.98,Associate's,China,French,5.06,2,2,19.58,0
Elizabeth Emma Brown,18,5,5.3,6.12,8.98,20.38,6.51,4.12,7.04,Associate's,Germany,Japanese,2.57,3,4,17.97,0
William Olivia Garcia,43,13,7.04,5.39,7.0,38.88,7.4,3.55,2.83,High School,France,Indian,4.33,2,5,15.92,0
Mary Benjamin Johnson,35,11,4.86,3.72,7.39,32.43,6.01,8.38,5.41,Associate's,India,Mexican,4.31,1,7,16.42,0
Linda Sophie Smith,33,7,6.66,6.91,8.58,35.26,6.48,1.99,7.58,High School,USA,Mexican,0.36,3,3,22.67,0
William Emma Johnson,31,6,3.92,7.57,5.88,12.02,5.77,6.82,3.83,Culinary School,UK,Indian,4.53,1,2,16.49,0
John Olivia Rodriguez,44,12,7.99,6.85,7.83,38.26,7.32,4.24,5.13,High School,India,Italian,4.8,2,6,14.5,1
William Christopher Brown,36,13,4.32,5.87,10.0,31.46,5.94,8.35,4.63,High School,Germany,Japanese,6.66,3,4,20.71,0
Robert Alexander Williams,18,4,6.2,6.94,10.0,19.86,5.77,1.0,3.24,Culinary School,France,French,5.16,3,6,9.09,0
William Olivia Brown,55,16,4.75,6.77,4.68,3.21,4.68,1.0,1.34,Culinary School,Germany,Indian,8.62,2,7,19.97,0
James Benjamin Brown,33,1,8.04,5.74,6.61,9.2,4.2,2.26,3.48,Bachelor's,France,French,3.68,4,5,20.39,0
Patricia Alexander Garcia,31,10,9.66,7.16,5.54,23.16,5.79,2.99,2.81,High School,Germany,Mexican,4.1,1,8,22.81,0
William Olivia Johnson,23,7,6.38,3.99,4.8,16.6,6.53,3.73,5.65,Associate's,USA,Italian,5.71,2,1,21.71,0
Michael Benjamin Garcia,50,14,6.14,5.82,7.33,13.96,5.76,5.7,7.47,Associate's,France,Italian,2.03,4,2,13.61,0
Mary Olivia Brown,37,6,5.15,5.73,7.8,20.51,6.0,9.43,5.11,Bachelor's,Mexico,French,3.93,1,6,19.07,0
Linda Benjamin Smith,61,25,10.0,10.0,9.57,46.63,9.17,6.21,7.1,High School,USA,Mexican,6.86,3,2,23.26,1
Mary Sophia Davis,42,13,7.39,7.0,5.83,18.5,7.05,5.71,5.42,High School,Mexico,Italian,4.12,4,5,22.09,0
Linda Sophie Rodriguez,26,11,3.31,4.73,8.55,2.6,6.14,4.8,5.57,Associate's,Mexico,Japanese,9.07,4,7,16.09,0
Michael Alexander Garcia,42,8,8.0,6.15,7.75,27.58,6.2,3.5,3.35,High School,UK,Mexican,6.15,3,5,22.08,0
Patricia Emma Davis,40,8,2.54,4.43,6.51,7.96,6.37,5.69,3.87,Associate's,France,Indian,1.54,2,2,24.57,0
William Benjamin Johnson,36,3,7.63,7.4,7.24,19.32,7.6,6.51,1.61,Bachelor's,France,Indian,4.87,3,7,15.12,1
Elizabeth Daniel Miller,31,7,7.69,8.95,10.0,21.36,7.91,3.23,8.2,Bachelor's,Italy,Indian,7.65,1,4,10.2,1
John Christopher Martinez,27,10,6.65,7.16,5.53,16.72,7.13,4.28,4.41,Associate's,Brazil,Japanese,6.43,0,6,28.87,0
Barbara Benjamin Davis,23,5,6.26,5.44,8.37,11.63,7.66,1.76,3.31,Bachelor's,Japan,Mexican,8.85,4,4,21.58,0
John Sophie Williams,42,10,8.95,8.24,8.87,39.12,9.75,1.84,6.12,High School,Germany,French,7.5,2,8,17.71,1
Robert Olivia Jones,54,15,6.53,7.88,7.49,25.27,7.17,1.37,4.11,High School,Japan,French,0.62,1,4,17.54,0
Michael Sophie Martinez,21,4,4.76,10.0,8.83,21.57,7.78,7.32,6.46,Associate's,Brazil,Mexican,1.13,0,6,20.73,1
Mary Emma Jones,34,12,4.51,5.17,7.64,18.7,5.64,6.36,5.89,High School,India,Japanese,6.5,1,2,25.21,0
Barbara Olivia Smith,39,15,6.47,6.03,7.53,9.65,4.89,7.93,2.28,High School,UK,Mexican,2.38,3,8,12.45,0
Barbara Benjamin Johnson,32,12,1.25,5.8,8.83,20.12,6.13,4.9,7.5,High School,USA,French,5.88,4,5,18.0,0
Elizabeth Sophie Martinez,32,9,6.46,7.32,8.43,22.36,6.95,4.95,2.87,Culinary School,USA,Mexican,7.92,2,5,28.27,0
Barbara Christopher Miller,25,7,3.39,5.94,6.05,19.28,5.31,2.48,4.76,Culinary School,China,Indian,5.77,2,5,24.12,0
Barbara Benjamin Miller,41,10,6.23,6.61,5.96,15.47,5.94,4.66,3.95,Associate's,Italy,Mexican,4.15,1,3,23.7,0
Michael Edward Williams,37,13,8.24,7.36,9.06,22.32,7.1,3.08,8.18,High School,Mexico,Italian,6.46,6,5,22.04,0
Linda Daniel Rodriguez,41,6,4.35,5.44,8.24,27.36,5.32,3.51,5.37,High School,France,Mexican,1.44,1,7,21.55,0
Patricia Sophie Jones,27,11,6.75,6.95,7.97,48.82,6.47,1.78,3.05,High School,France,French,7.23,2,4,17.66,0
Elizabeth Christopher Smith,30,12,5.97,5.27,5.07,7.78,8.6,2.97,9.79,High School,UK,French,6.97,3,3,17.21,0
Barbara Olivia Rodriguez,36,9,5.3,8.02,6.51,27.06,6.81,7.15,3.53,High School,Italy,French,5.14,6,8,24.03,0
John Emma Martinez,38,5,4.23,7.45,5.86,15.68,5.53,7.41,5.05,Associate's,Germany,Indian,2.79,2,2,17.3,0
William Sophie Rodriguez,32,14,8.35,6.52,8.84,41.68,6.06,4.52,3.8,Associate's,Japan,French,7.98,3,4,21.42,0
Linda Sophie Garcia,27,4,5.66,7.69,6.36,27.49,7.33,4.1,4.72,High School,Japan,Italian,5.11,1,7,20.76,0
Linda Sophie Martinez,30,6,5.43,5.72,7.83,18.55,6.45,5.22,4.08,Bachelor's,Mexico,Mexican,0.59,1,6,30.96,0
Robert Alexander Rodriguez,28,12,4.65,6.49,9.57,2.43,5.87,2.23,3.94,Bachelor's,Brazil,Japanese,9.19,1,6,19.2,0
Michael Christopher Jones,52,13,6.15,3.4,5.33,24.57,7.75,4.02,6.13,Associate's,India,French,7.68,4,4,25.84,0
Linda Olivia Williams,19,9,8.82,7.42,10.0,12.39,7.42,6.0,5.13,High School,Germany,Mexican,5.85,9,3,23.54,0
Barbara Benjamin Martinez,34,7,2.1,6.19,6.98,7.32,7.38,8.34,4.0,Culinary School,Italy,Indian,4.37,5,4,19.41,0
Robert Christopher Johnson,47,12,4.7,7.63,10.0,2.78,5.53,3.99,5.87,Associate's,Germany,Mexican,9.6,3,5,13.78,0
James Benjamin Martinez,44,14,5.17,6.0,7.38,14.25,5.95,5.63,8.87,High School,UK,French,7.75,2,2,19.74,0
Patricia Daniel Miller,34,14,6.2,6.06,7.79,16.86,5.72,5.27,1.93,Associate's,France,French,5.35,4,5,24.5,0
William Sophie Williams,19,6,5.34,8.21,7.64,6.4,6.46,4.4,4.65,Associate's,China,French,6.53,4,9,13.88,0
John Sophia Martinez,24,10,4.9,8.32,4.49,2.94,6.18,1.0,2.61,Associate's,Italy,Italian,2.81,1,6,24.18,0
James Emma Brown,39,11,6.45,6.36,5.85,24.79,7.47,1.0,5.66,Associate's,Italy,Mexican,1.96,4,2,26.71,0
Robert Grace Davis,40,12,5.92,6.07,10.0,18.06,7.93,4.71,6.35,Associate's,France,Japanese,2.73,2,5,20.48,0
Elizabeth Benjamin Miller,18,2,9.38,7.07,7.5,32.99,6.9,10.0,1.34,Bachelor's,China,Italian,2.93,5,1,24.57,0
William Edward Davis,48,20,3.64,8.63,7.5,29.17,5.96,2.46,7.05,Associate's,USA,Japanese,7.4,4,6,20.7,0
John Christopher Martinez,49,9,6.76,7.88,5.53,29.94,7.49,3.28,2.81,High School,Italy,French,1.4,3,6,22.86,1
James Daniel Brown,35,15,9.14,8.17,10.0,28.94,6.48,7.54,3.56,High School,Germany,Japanese,7.78,1,4,27.47,0
William Sophia Davis,31,9,8.02,6.06,9.52,16.37,6.95,4.41,4.47,High School,France,Japanese,5.23,1,8,12.23,0
Elizabeth Daniel Martinez,44,11,6.36,7.81,6.41,25.11,6.32,1.27,4.36,Associate's,Japan,Italian,3.85,5,6,16.17,0
Patricia Grace Williams,31,10,6.9,6.57,6.35,41.39,8.49,6.31,8.26,High School,Brazil,Italian,3.0,1,6,26.25,1
Barbara Emma Williams,42,17,10.0,8.93,10.0,16.2,5.89,5.73,4.23,Associate's,Brazil,Mexican,5.13,5,5,27.18,1
Elizabeth Grace Davis,27,9,2.51,5.66,4.06,15.68,6.65,5.21,8.89,High School,UK,Japanese,3.18,3,4,12.96,0
William Daniel Jones,52,17,10.0,9.92,9.39,39.3,8.54,10.0,3.71,Bachelor's,USA,Italian,4.29,3,4,27.81,1
Barbara Benjamin Brown,25,10,9.78,7.94,10.0,24.19,7.22,10.0,4.83,Bachelor's,Mexico,Mexican,7.39,5,4,7.14,1
John Benjamin Davis,39,6,4.31,7.07,7.11,21.63,7.26,6.64,5.05,High School,Italy,Japanese,6.26,4,7,23.13,0
John Emma Miller,42,12,8.13,6.08,6.26,27.13,6.75,5.38,7.62,Associate's,Brazil,Japanese,7.48,3,2,21.09,0
James Olivia Davis,44,19,7.38,6.97,10.0,20.03,6.99,6.87,3.45,Culinary School,UK,French,7.13,2,7,16.33,1
Patricia Olivia Garcia,40,6,5.28,6.27,8.68,15.81,4.79,1.47,4.05,High School,Brazil,Italian,8.15,2,8,16.64,0
Michael Benjamin Williams,26,5,4.54,7.06,6.4,17.59,7.07,7.66,3.99,Culinary School,Brazil,Indian,2.02,2,4,16.83,0
Elizabeth Sophia Rodriguez,29,2,3.92,4.65,5.4,35.86,7.33,1.0,2.64,Associate's,UK,Italian,9.95,5,2,18.98,0
Elizabeth Sophia Rodriguez,28,11,4.35,6.67,6.58,24.75,4.41,2.77,8.95,Associate's,Japan,French,4.76,3,10,29.93,0
John Edward Williams,33,8,7.53,8.69,9.47,18.06,7.69,3.87,4.91,High School,UK,Mexican,7.18,0,5,24.12,0
Patricia Benjamin Jones,28,7,4.67,8.78,7.71,19.48,8.94,4.35,6.34,Bachelor's,USA,Italian,6.78,1,3,27.17,1
Patricia Edward Johnson,18,0,6.94,9.13,9.28,50.71,6.99,6.84,4.88,Associate's,India,Japanese,5.66,2,3,18.39,1
Elizabeth Olivia Williams,46,13,6.98,7.29,8.81,24.01,7.53,3.06,2.35,Bachelor's,UK,Indian,9.96,4,5,21.15,1
William Grace Miller,51,19,6.92,9.06,8.18,33.24,7.36,10.0,9.27,Bachelor's,UK,Mexican,2.17,1,2,14.64,1
Linda Olivia Williams,49,17,4.76,4.76,8.24,5.32,5.52,3.64,0.11,Associate's,India,Italian,4.22,0,4,18.61,0
Linda Grace Martinez,31,13,6.84,6.91,9.55,7.65,6.99,1.18,3.46,High School,USA,Mexican,1.28,4,2,17.24,0
Elizabeth Daniel Williams,34,11,2.28,4.22,4.9,35.34,5.18,7.64,9.43,High School,Germany,Japanese,1.82,4,4,22.44,0
Robert Benjamin Martinez,45,12,5.94,5.68,6.93,25.92,7.6,1.0,3.96,High School,India,Indian,7.13,2,4,16.47,0
James Alexander Martinez,34,17,5.62,7.97,7.75,21.14,5.48,9.49,4.83,Bachelor's,France,Japanese,0.05,2,6,15.82,0
Patricia Christopher Smith,23,5,5.61,6.22,8.83,17.42,7.76,7.2,9.87,High School,India,Indian,8.9,1,6,21.98,0
Elizabeth Benjamin Williams,47,7,7.56,6.93,9.61,10.64,5.78,9.97,6.75,High School,Germany,Mexican,6.33,2,5,19.73,1
Mary Emma Johnson,53,13,2.52,7.37,4.1,33.13,7.51,1.0,7.62,High School,Germany,Italian,4.41,6,3,16.5,0
Patricia Christopher Williams,44,7,6.38,8.26,7.3,13.25,5.41,3.24,4.44,Bachelor's,Mexico,Indian,3.31,1,14,15.77,0
James Alexander Smith,18,3,1.0,4.89,4.57,13.78,6.61,8.01,6.35,Associate's,France,Japanese,1.26,2,6,16.5,0
Linda Sophie Garcia,40,13,10.0,10.0,8.18,13.76,7.25,6.62,2.87,Culinary School,UK,Indian,9.22,3,6,24.07,1
James Christopher Smith,20,4,6.18,6.98,6.41,11.19,6.95,4.45,4.45,Bachelor's,Japan,Mexican,7.12,2,4,22.09,1
Patricia Edward Garcia,28,8,5.8,6.41,7.64,10.12,8.19,9.23,5.14,Bachelor's,Italy,Mexican,3.36,4,6,16.22,0
Patricia Sophia Miller,37,11,8.68,6.94,7.92,43.91,7.29,6.68,8.59,High School,China,Mexican,0.71,6,6,16.42,0
Elizabeth Sophia Smith,37,5,4.23,4.65,6.44,12.38,5.79,1.0,1.24,High School,Mexico,Italian,3.26,7,6,14.26,0
James Christopher Miller,25,10,5.13,8.82,7.81,28.96,7.66,3.82,6.25,High School,China,Mexican,1.85,2,11,18.03,1
William Edward Martinez,35,6,6.3,6.26,9.76,29.48,7.28,10.0,5.55,Associate's,India,Italian,7.86,3,4,20.61,0
Barbara Grace Smith,34,9,1.7,6.76,7.17,18.11,6.52,4.77,4.59,Bachelor's,China,French,7.2,9,6,15.61,0
John Alexander Smith,34,10,3.25,6.56,6.49,33.9,7.6,6.39,5.53,High School,USA,Indian,4.98,3,3,30.94,0
Barbara Benjamin Johnson,37,11,3.08,7.57,6.57,13.7,4.58,4.07,6.18,High School,India,Japanese,8.86,4,1,23.12,0
Linda Alexander Johnson,18,2,4.23,7.18,9.79,21.15,6.34,5.95,5.81,Associate's,USA,Italian,1.81,2,11,19.84,0
Patricia Daniel Johnson,33,8,7.63,7.32,8.01,18.62,6.03,5.72,5.89,High School,China,Italian,4.52,5,6,20.43,0
Patricia Sophie Davis,31,4,7.23,7.77,10.0,16.74,5.85,5.86,2.41,Associate's,Germany,Japanese,7.11,4,4,13.04,0
Michael Daniel Rodriguez,27,7,6.03,5.67,7.06,17.94,7.34,4.22,4.95,High School,Germany,Indian,0.68,1,2,14.0,0
John Benjamin Martinez,31,7,4.09,7.64,9.82,31.85,6.04,7.15,9.46,Associate's,UK,Mexican,3.73,4,5,26.61,1
William Grace Williams,26,8,5.55,5.84,8.3,23.95,7.99,8.74,7.99,Associate's,China,Indian,5.72,4,6,28.18,0
William Sophia Garcia,31,8,5.62,8.94,6.11,41.94,7.05,8.9,6.95,Associate's,Japan,Italian,3.67,3,7,8.92,1
Robert Edward Miller,41,7,5.73,7.56,9.15,24.48,5.48,4.56,5.04,High School,UK,Mexican,4.8,1,10,22.35,0
Mary Sophia Rodriguez,18,2,4.18,6.34,1.87,17.62,6.97,5.98,4.81,High School,Italy,French,6.08,5,3,26.91,0
Linda Benjamin Smith,45,18,8.14,6.75,10.0,21.12,6.81,2.82,3.92,Bachelor's,Mexico,Japanese,3.68,4,6,18.29,1
Patricia Olivia Jones,34,17,4.72,5.52,2.81,6.76,4.82,4.26,6.72,Bachelor's,China,Indian,1.06,3,5,27.6,0
Robert Grace Brown,42,14,6.06,7.07,6.95,13.01,6.74,7.21,6.09,Associate's,India,Mexican,1.39,6,5,23.84,1
Patricia Edward Miller,38,16,6.8,8.11,10.0,20.39,6.4,2.53,6.1,Associate's,Japan,Japanese,5.27,2,4,22.25,0
Michael Edward Rodriguez,34,14,7.35,7.57,10.0,39.58,6.44,8.41,8.57,High School,Japan,Indian,1.75,4,7,18.78,0
Robert Alexander Johnson,39,8,2.98,6.29,6.9,6.56,5.71,1.0,6.35,Bachelor's,France,Italian,8.9,5,8,20.46,0
Barbara Emma Martinez,43,15,5.74,6.22,5.09,33.74,6.82,5.94,8.09,Bachelor's,USA,Italian,8.34,1,5,17.76,0
Barbara Benjamin Williams,43,13,4.03,8.82,7.29,34.16,7.37,5.4,6.16,Associate's,Japan,Italian,3.49,0,4,21.48,0
Linda Sophie Brown,23,5,4.58,6.96,4.8,16.87,6.47,2.45,0.12,Culinary School,Germany,French,8.31,6,3,21.26,0
Patricia Grace Miller,21,8,5.23,7.7,9.08,30.85,7.39,5.41,7.59,High School,Italy,Italian,5.33,4,3,17.83,0
Robert Christopher Miller,32,10,9.11,8.07,7.72,44.19,8.01,5.98,3.61,Associate's,France,Italian,1.59,4,3,10.26,1
Robert Alexander Johnson,18,3,5.92,6.7,2.9,25.9,6.95,7.56,4.91,Culinary School,Germany,Italian,6.14,4,7,19.03,0
Robert Daniel Martinez,36,6,3.4,8.86,7.18,25.02,7.36,6.95,4.17,High School,Mexico,Mexican,6.79,1,2,14.91,1
Mary Olivia Jones,33,15,8.81,9.03,10.0,6.71,6.28,1.5,0.84,High School,India,Japanese,0.84,2,6,14.4,0
William Emma Williams,36,11,7.49,6.79,6.85,20.41,7.49,9.74,8.79,Bachelor's,USA,French,3.14,5,3,16.55,1
Linda Edward Smith,45,10,6.37,6.53,8.05,12.48,5.11,1.87,5.86,High School,USA,Indian,0.05,5,9,24.13,1
James Olivia Miller,47,8,5.2,7.7,10.0,9.74,5.67,4.91,5.06,Bachelor's,India,French,3.16,3,8,14.44,1
James Olivia Jones,18,1,2.83,4.66,6.96,17.33,5.54,4.11,0.0,High School,China,Japanese,3.35,6,4,15.56,0
William Benjamin Jones,39,12,5.71,6.57,10.0,35.69,8.2,3.78,5.81,Associate's,Brazil,Italian,6.3,3,5,23.53,1
Michael Sophia Davis,38,2,2.43,6.73,7.14,19.29,5.83,4.8,7.36,High School,Brazil,Italian,1.99,4,4,16.17,0
John Alexander Garcia,43,13,4.82,5.3,4.5,21.56,6.94,1.26,5.81,High School,Italy,Indian,0.3,0,3,14.36,0
